transaction_id,user_id,timestamp,amount,merchant_category,latitude,longitude,city,country,is_fraud
TXN895128,10,2025-11-06 21:02:04.635315,27.78,food,47.192509517793255,-100.7773373775706,Unknown,US,0
TXN191061,670,2025-11-06 21:27:04.635315,71.57,travel,40.593674226988895,-98.56793727023634,Unknown,US,0
TXN729942,312,2025-11-06 21:39:04.635315,156.57,retail,47.72313279345646,-103.73337685982287,Unknown,US,0
TXN506711,876,2025-11-06 21:43:04.635315,3.27,tech,36.615928769142506,-116.86759061025832,Unknown,US,0
TXN917507,232,2025-11-06 21:51:04.635315,12.46,travel,39.045900363682655,-100.74890444047493,Unknown,US,0
TXN608478,353,2025-11-06 21:57:04.635315,55.29,travel,33.46642142213872,-80.83701934087456,Unknown,US,0
TXN880931,41,2025-11-06 22:00:04.635315,80.17,travel,47.348672713565186,-103.84147597966846,Unknown,US,0
TXN654584,139,2025-11-06 22:05:04.635315,119.58,tech,40.122310048773386,-102.36623284106452,Unknown,US,0
TXN436435,342,2025-11-06 22:06:04.635315,121.87,food,33.708585143152554,-91.26308130374069,Unknown,US,0
TXN629018,733,2025-11-06 22:08:04.635315,92.44,retail,47.95898395496773,-94.82474889581692,Unknown,US,0
TXN263315,795,2025-11-06 22:08:04.635315,76.53,tech,34.55603135973049,-127.87758959158481,Unknown,US,0
TXN655161,99,2025-11-06 22:14:04.635315,18.19,food,40.141719582971376,-110.02112245944456,Unknown,US,0
TXN548580,467,2025-11-06 22:18:04.635315,45.89,food,42.248569245625326,-103.49528067156415,Unknown,US,0
TXN891704,586,2025-11-06 22:34:04.635315,79.33,food,40.203937591409,-99.12410923607177,Unknown,US,0
TXN406202,499,2025-11-06 22:58:04.635315,14.93,travel,36.941306651818934,-92.86532183905662,Unknown,US,0
TXN969659,42,2025-11-06 23:01:04.635315,116.86,travel,35.65360996913498,-103.53577228139999,Unknown,US,0
TXN600572,262,2025-11-06 23:02:04.635315,15.1,retail,35.992227262460965,-116.56474794919207,Unknown,US,0
TXN164464,203,2025-11-06 23:13:04.635315,18.54,retail,34.589738482479426,-100.10739461905708,Unknown,US,0
TXN253156,865,2025-11-06 23:14:04.635315,161.52,tech,38.90886268424014,-102.07842606050761,Unknown,US,0
TXN510079,991,2025-11-06 23:17:04.635315,12.42,food,36.58221622414396,-90.02048201830878,Unknown,US,0
TXN134967,981,2025-11-06 23:20:04.635315,7.83,retail,42.4292261538662,-92.30167300254611,Unknown,US,0
TXN687485,631,2025-11-06 23:21:04.635315,43.13,food,42.52759835829143,-107.81479776490539,Unknown,US,0
TXN677974,166,2025-11-06 23:29:04.635315,64.43,food,40.15125577126,-105.28900093192019,Unknown,US,0
TXN573980,8,2025-11-06 23:30:04.635315,11.21,tech,34.763745287043925,-95.59570103817813,Unknown,US,0
TXN918320,165,2025-11-06 23:34:04.635315,46.27,tech,39.612128095195665,-107.52306169828879,Unknown,US,0
TXN784466,64,2025-11-06 23:39:04.635315,24.56,tech,40.20758840728017,-103.52988103863433,Unknown,US,0
TXN671063,521,2025-11-07 00:00:04.635315,111.46,retail,45.25335055901899,-98.92794173318241,Unknown,US,0
TXN629650,881,2025-11-07 00:00:04.635315,60.33,tech,40.15347340441505,-114.67752478733433,Unknown,US,0
TXN888589,384,2025-11-07 00:01:04.635315,12.65,food,36.63001267165686,-80.40860118617255,Unknown,US,0
TXN634036,302,2025-11-07 00:11:04.635315,28.2,travel,41.76892612578489,-79.78820933147166,Unknown,US,0
TXN641860,556,2025-11-07 00:16:04.635315,78.14,food,44.304573548780034,-93.63069828594547,Unknown,US,0
TXN577226,989,2025-11-07 00:17:04.635315,151.01,travel,36.108581802935085,-94.67438503398715,Unknown,US,0
TXN725953,469,2025-11-07 00:39:04.635315,36.73,tech,41.09553316614906,-104.36230717050134,Unknown,US,0
TXN680885,843,2025-11-07 00:42:04.635315,5.47,retail,37.525614410288846,-96.57915030209749,Unknown,US,0
TXN700660,746,2025-11-07 00:45:04.635315,13.64,tech,36.94053928285644,-96.82253656239712,Unknown,US,0
TXN500665,260,2025-11-07 00:48:04.635315,30.08,travel,31.446241627339546,-92.9976478695355,Unknown,US,0
TXN652650,649,2025-11-07 00:50:04.635315,30.77,tech,41.05477912449673,-95.52330356669702,Unknown,US,0
TXN587602,454,2025-11-07 00:56:04.635315,39.26,retail,42.936921506355965,-77.02213573755648,Unknown,US,0
TXN237994,276,2025-11-07 01:09:04.635315,48.34,travel,45.77208491399465,-96.14476544202523,Unknown,US,0
TXN584241,935,2025-11-07 01:09:04.635315,3.82,food,34.1497867642913,-100.77619159339612,Unknown,US,0
TXN736756,194,2025-11-07 01:11:04.635315,3.19,food,44.56707515069397,-104.48372940785757,Unknown,US,0
TXN408449,824,2025-11-07 01:11:04.635315,21.81,tech,45.80242664946103,-72.70043770688326,Unknown,US,0
TXN498398,412,2025-11-07 01:18:04.635315,97.78,tech,37.47604944719014,-84.10816755730164,Unknown,US,0
TXN134272,52,2025-11-07 01:23:04.635315,21.16,food,39.07633719264347,-94.4751364027324,Unknown,US,0
TXN162478,298,2025-11-07 01:29:04.635315,48.45,travel,38.46304776637954,-108.15515014414257,Unknown,US,0
TXN201925,111,2025-11-07 01:34:04.635315,53.1,travel,43.25266433058013,-114.77886175301585,Unknown,US,0
TXN255863,807,2025-11-07 01:35:04.635315,18.02,food,38.80273798102823,-66.76313653108667,Unknown,US,0
TXN806056,301,2025-11-07 01:38:04.635315,12.05,food,43.97790359357501,-85.13723610699678,Unknown,US,0
TXN551143,986,2025-11-07 01:53:04.635315,1.38,retail,43.17381810823769,-96.69772676396018,Unknown,US,0
TXN520080,157,2025-11-07 02:02:04.635315,92.53,retail,46.362889713681426,-98.54775893334829,Unknown,US,0
TXN335228,115,2025-11-07 02:10:04.635315,5.04,retail,36.00579505954392,-96.19721960583868,Unknown,US,0
TXN414750,810,2025-11-07 02:10:04.635315,9.9,tech,40.26852125770657,-112.80293177445985,Unknown,US,0
TXN546802,247,2025-11-07 02:20:04.635315,62.81,food,47.48278413098138,-93.05287001234655,Unknown,US,0
TXN447383,768,2025-11-07 02:38:04.635315,76.96,tech,42.25625023881772,-103.93299431107044,Unknown,US,0
TXN215795,240,2025-11-07 02:48:04.635315,14.94,tech,49.90247151840141,-96.35980006675737,Unknown,US,1
TXN114270,944,2025-11-07 02:53:04.635315,24.74,food,37.447802868792635,-98.73840622046711,Unknown,US,0
TXN580747,21,2025-11-07 02:54:04.635315,0.41,tech,38.912329663149656,-101.65575939186064,Unknown,US,0
TXN619214,835,2025-11-07 02:55:04.635315,107.03,travel,38.57607264291044,-102.31351002980665,Unknown,US,0
TXN800144,587,2025-11-07 03:26:04.635315,156.64,retail,36.109845471675776,-101.33494456428402,Unknown,US,0
TXN266309,258,2025-11-07 03:30:04.635315,36.62,retail,42.394410395407526,-108.39191581507126,Unknown,US,0
TXN527265,847,2025-11-07 03:32:04.635315,8.78,retail,40.58302621014313,-79.34197606549706,Unknown,US,0
TXN768938,553,2025-11-07 03:38:04.635315,39.01,travel,42.637314746148874,-109.0227818803227,Unknown,US,0
TXN263517,477,2025-11-07 03:39:04.635315,41.34,retail,39.36395605779194,-87.4337583900615,Unknown,US,0
TXN792299,106,2025-11-07 03:46:04.635315,60.93,tech,44.615329109193965,-92.01633273345416,Unknown,US,0
TXN466830,689,2025-11-07 03:51:04.635315,21.34,tech,36.76707192742752,-80.27140001337038,Unknown,US,0
TXN455186,96,2025-11-07 03:53:04.635315,127.6,food,40.73407380206539,-111.18424006554241,Unknown,US,0
TXN218574,814,2025-11-07 04:21:04.635315,21.5,tech,40.201975719116696,-90.14578468661806,Unknown,US,0
TXN443805,818,2025-11-07 04:38:04.635315,3.72,travel,35.003191554274856,-94.32624022959165,Unknown,US,0
TXN410082,528,2025-11-07 04:40:04.635315,6.64,retail,39.71024738380331,-86.8633265128678,Unknown,US,0
TXN852675,867,2025-11-07 05:00:04.635315,91.93,food,43.7858833603152,-114.8289763549463,Unknown,US,0
TXN703297,861,2025-11-07 05:01:04.635315,27.88,food,43.6307920858185,-92.51726008445215,Unknown,US,0
TXN497761,565,2025-11-07 05:05:04.635315,42.69,travel,41.55325637723679,-94.36245305163096,Unknown,US,0
TXN974680,46,2025-11-07 05:15:04.635315,27.33,travel,36.36579157631589,-101.87328107915684,Unknown,US,0
TXN889463,495,2025-11-07 05:42:04.635315,19.98,travel,40.85970130169094,-119.02993523936043,Unknown,US,0
TXN620556,660,2025-11-07 05:43:04.635315,90.25,travel,40.043458367123726,-93.4264561150581,Unknown,US,0
TXN333562,821,2025-11-07 05:50:04.635315,11.2,food,39.264439436067306,-94.17234719078807,Unknown,US,0
TXN281917,432,2025-11-07 06:02:04.635315,8.16,travel,36.784505593295656,-102.61889264430474,Unknown,US,0
TXN373322,219,2025-11-07 06:07:04.635315,20.34,tech,31.143962029676885,-99.01070201771373,Unknown,US,0
TXN402624,716,2025-11-07 06:08:04.635315,76.98,retail,44.2965817852464,-104.4028480702332,Unknown,US,0
TXN117743,72,2025-11-07 06:14:04.635315,15.53,food,41.22309884197753,-90.62676339983078,Unknown,US,0
TXN790887,900,2025-11-07 06:15:04.635315,25.23,travel,49.191132699567866,-99.022732688055,Unknown,US,0
TXN245037,205,2025-11-07 06:19:04.635315,26.16,food,43.298219775255276,-109.87341494114078,Unknown,US,0
TXN925671,922,2025-11-07 06:22:04.635315,50.48,food,40.95956517356808,-108.87259250250374,Unknown,US,0
TXN341591,697,2025-11-07 06:22:04.635315,16.9,retail,37.699243300491716,-96.7143754421918,Unknown,US,0
TXN919806,674,2025-11-07 06:30:04.635315,11.48,food,33.04505061882217,-100.86060799304204,Unknown,US,0
TXN590507,564,2025-11-07 06:32:04.635315,76.46,tech,39.388651880959095,-95.44772525378019,Unknown,US,0
TXN957009,324,2025-11-07 06:32:04.635315,63.14,food,38.61746187591745,-91.67473351581441,Unknown,US,0
TXN315780,398,2025-11-07 06:33:04.635315,8.04,travel,39.4620334239451,-91.65297460655391,Unknown,US,0
TXN184427,374,2025-11-07 06:34:04.635315,11.5,tech,36.54340646625495,-112.72190435929271,Unknown,US,0
TXN173440,493,2025-11-07 06:37:04.635315,4.62,tech,47.21139672936322,-89.84162299993085,Unknown,US,0
TXN835663,482,2025-11-07 06:38:04.635315,52.81,retail,49.982871785145434,-74.0677321571808,Unknown,US,1
TXN560564,869,2025-11-07 06:40:04.635315,113.0,food,44.550470013569715,-81.49804439681155,Unknown,US,0
TXN266030,27,2025-11-07 06:41:04.635315,62.09,travel,44.95680760891214,-89.43224063296122,Unknown,US,0
TXN306676,682,2025-11-07 06:43:04.635315,236.74,travel,45.913782805311236,-100.37908359676737,Unknown,US,0
TXN736057,904,2025-11-07 07:01:04.635315,12.91,retail,31.768613002313103,-89.61049301742895,Unknown,US,0
TXN361487,419,2025-11-07 07:04:04.635315,71.27,travel,44.659832365034816,-100.78960184464208,Unknown,US,0
TXN687535,469,2025-11-07 07:10:04.635315,29.64,retail,41.020073289568515,-104.14569409551515,Unknown,US,0
TXN256484,207,2025-11-07 07:14:04.635315,0.33,food,41.49478302792728,-106.1912872119845,Unknown,US,0
TXN995832,566,2025-11-07 07:46:04.635315,89.55,travel,47.90818409928192,-93.96660065896104,Unknown,US,0
TXN513224,42,2025-11-07 07:49:04.635315,12.13,retail,35.85448679222297,-103.5704351867626,Unknown,US,0
TXN964916,446,2025-11-07 07:55:04.635315,60.23,travel,45.015551984404475,-86.75134138032224,Unknown,US,0
TXN147193,65,2025-11-07 07:59:04.635315,29.88,food,31.95296879230123,-97.90800125639703,Unknown,US,0
TXN386590,417,2025-11-07 08:22:04.635315,33.81,food,39.75811958488859,-96.03059991325435,Unknown,US,0
TXN407975,749,2025-11-07 08:24:04.635315,30.63,retail,45.02118075784634,-92.69265547063459,Unknown,US,0
TXN678995,7,2025-11-07 08:30:04.635315,60.64,food,31.15690922684088,-104.35908406635531,Unknown,US,0
TXN306263,63,2025-11-07 08:35:04.635315,39.23,food,34.79308646577807,-104.50952669535901,Unknown,US,0
TXN566430,18,2025-11-07 08:56:04.635315,21.31,retail,40.80253272577123,-118.26864195757824,Unknown,US,0
TXN925842,582,2025-11-07 09:10:04.635315,30.01,retail,44.886304052364814,-74.17207661013006,Unknown,US,0
TXN288642,142,2025-11-07 09:15:04.635315,26.05,food,50.50940282403017,-118.2155406704807,Unknown,US,0
TXN810265,467,2025-11-07 09:16:04.635315,19.83,travel,41.87464546189242,-103.6439079519671,Unknown,US,0
TXN441701,978,2025-11-07 09:22:04.635315,6.43,tech,29.15731094280432,-67.22866023815133,Unknown,US,0
TXN494181,888,2025-11-07 09:22:04.635315,16.13,retail,36.826674630765524,-99.06083264127606,Unknown,US,0
TXN236804,213,2025-11-07 09:32:04.635315,1.88,food,35.057694699694125,-91.78085596360276,Unknown,US,0
TXN662020,126,2025-11-07 09:41:04.635315,0.12,food,50.46457427559272,-88.29766615256365,Unknown,US,0
TXN900058,686,2025-11-07 09:50:04.635315,1.94,tech,33.06572892157301,-114.62196842133491,Unknown,US,0
TXN217803,428,2025-11-07 10:00:04.635315,26.82,tech,35.6015981329366,-93.76760027302666,Unknown,US,0
TXN154693,898,2025-11-07 10:10:04.635315,52.96,retail,38.257929822791034,-106.65860921968545,Unknown,US,0
TXN449472,785,2025-11-07 10:13:04.635315,34.29,travel,43.75295007063245,-111.25269308843446,Unknown,US,0
TXN800968,385,2025-11-07 10:25:04.635315,16.6,travel,43.20172387346705,-104.05929679012206,Unknown,US,0
TXN247256,931,2025-11-07 10:31:04.635315,5.12,travel,43.791059243459856,-115.9724708435429,Unknown,US,0
TXN421276,854,2025-11-07 10:34:04.635315,46.76,food,39.169215194719875,-108.44494588836827,Unknown,US,0
TXN995713,709,2025-11-07 10:35:04.635315,52.95,tech,47.62532975898302,-93.44220922339308,Unknown,US,0
TXN889859,406,2025-11-07 10:36:04.635315,36.84,food,47.024884848207556,-96.5384646210228,Unknown,US,0
TXN893969,266,2025-11-07 10:41:04.635315,15.2,tech,39.43386240203752,-110.73996718711422,Unknown,US,0
TXN987056,764,2025-11-07 10:44:04.635315,2.83,food,37.413444932137054,-109.83101712791927,Unknown,US,0
TXN319202,963,2025-11-07 10:44:04.635315,83.55,tech,26.80897761582538,-101.38407950104572,Unknown,US,0
TXN125071,154,2025-11-07 10:45:04.635315,27.18,food,42.70392175746268,-100.52192435282964,Unknown,US,0
TXN983472,782,2025-11-07 10:46:04.635315,156.51,food,43.45030725753516,-101.37626945965523,Unknown,US,0
TXN107097,895,2025-11-07 10:50:04.635315,155.19,retail,30.48832966537034,-97.43963666974238,Unknown,US,0
TXN634299,499,2025-11-07 11:04:04.635315,18.25,tech,36.83241096267577,-92.97894968105233,Unknown,US,0
TXN386606,90,2025-11-07 11:17:04.635315,14.63,tech,42.95162280002149,-107.2850860162844,Unknown,US,0
TXN610959,438,2025-11-07 11:17:04.635315,9.27,travel,37.17013193735919,-96.60907586642809,Unknown,US,0
TXN667776,628,2025-11-07 11:18:04.635315,40.58,retail,48.22288323076294,-94.31401670081797,Unknown,US,0
TXN127202,573,2025-11-07 11:25:04.635315,22.33,retail,34.242453808556064,-113.04186331700551,Unknown,US,0
TXN676501,763,2025-11-07 11:27:04.635315,14.75,tech,49.325675605539814,-83.13219355494105,Unknown,US,0
TXN177312,845,2025-11-07 11:31:04.635315,36.37,travel,42.67854619342683,-103.43257759446442,Unknown,US,0
TXN155544,883,2025-11-07 11:38:04.635315,95.84,travel,50.74491293276408,-100.43570079247596,Unknown,US,0
TXN729512,611,2025-11-07 11:46:04.635315,116.34,food,43.0381143592003,-94.43447772590916,Unknown,US,0
TXN101248,491,2025-11-07 11:52:04.635315,2.56,food,34.841888031751665,-98.96773699667695,Unknown,US,0
TXN437544,149,2025-11-07 11:53:04.635315,12.74,retail,43.835525129067555,-92.30872524014877,Unknown,US,0
TXN337248,761,2025-11-07 11:54:04.635315,48.37,tech,38.36615452248385,-108.27718376911712,Unknown,US,0
TXN197219,236,2025-11-07 12:00:04.635315,12.71,tech,32.30749484516577,-84.9511704233066,Unknown,US,0
TXN841935,153,2025-11-07 12:01:04.635315,53.61,travel,46.31831160329518,-104.58711806273604,Unknown,US,0
TXN385880,694,2025-11-07 12:08:04.635315,5.77,travel,39.97559593611196,-106.14418333457219,Unknown,US,0
TXN437486,730,2025-11-07 12:13:04.635315,121.99,retail,39.094920788153935,-110.88540011812937,Unknown,US,0
TXN537979,399,2025-11-07 12:16:04.635315,123.34,food,40.150363928820035,-98.39930309367975,Unknown,US,0
TXN184100,54,2025-11-07 12:19:04.635315,1.25,retail,40.999379623795136,-99.30067194316672,Unknown,US,0
TXN671004,721,2025-11-07 12:22:04.635315,68.07,travel,40.756879869921235,-111.59399285990646,Unknown,US,0
TXN340830,940,2025-11-07 12:31:04.635315,25.58,food,44.54679598710607,-82.71959768281305,Unknown,US,0
TXN657942,537,2025-11-07 12:45:04.635315,15.21,food,44.745658273317275,-103.59212734072804,Unknown,US,0
TXN588213,625,2025-11-07 13:03:04.635315,30.42,travel,41.44933440125319,-90.22831238524714,Unknown,US,0
TXN932924,177,2025-11-07 13:06:04.635315,92.7,retail,39.82748341608153,-108.53456809020015,Unknown,US,0
TXN832064,439,2025-11-07 13:12:04.635315,81.67,tech,39.77583504156614,-86.70366481175377,Unknown,US,0
TXN758639,229,2025-11-07 13:26:04.635315,0.89,retail,36.84648251977756,-110.4028784640872,Unknown,US,0
TXN217698,512,2025-11-07 13:46:04.635315,23.22,tech,48.56303099058878,-94.18797202804689,Unknown,US,0
TXN305266,62,2025-11-07 13:47:04.635315,13.92,travel,42.755018052420716,-76.72562833131548,Unknown,US,0
TXN942565,776,2025-11-07 13:49:04.635315,28.81,retail,35.39198881842285,-106.83167284854183,Unknown,US,0
TXN368275,505,2025-11-07 13:55:04.635315,23.3,tech,46.35640531866272,-96.74274456856136,Unknown,US,0
TXN949818,203,2025-11-07 13:56:04.635315,11.04,food,34.50659373374394,-99.94675688668927,Unknown,US,0
TXN423424,445,2025-11-07 14:02:04.635315,4.46,food,43.83574100727247,-93.55484245871742,Unknown,US,0
